Participantsex,Leadersex,Group,Typeofcompany,Maniexp1,Maniexp2,VARCOMPETENCE,VARWARMTH,VARADMIRATION,VARENVY,VARDISGUST,VARRECASSESSMENT,VARRECREPLACEMENTLEADER,VARRECRESPONSAATRIB,Assessmentleader,Responsaatribu,Replacementleader,Competent,Confident,Capable,Efficient,Intelligent,Skilful,Friendly,Wellintentioned,Trustworthy,Warm,Goodnatured,Sincere,Jealous,Envious,Admiring,Proud,Respectful,Inspired,Uneasy,Angry,Desprecio,Resentful,Molestia,Disgusted,Hateful,Frustrated,Ashamed,Pity,Simpaty,Maritalstatus,Age,Province,Nationality,Levelofeducation,Profession
2,2,4,2,5,4,4,3,2.6,1,1,2,5,3,5,4,2,4,4,4,4,4,4,2,5,4,2,2,3,1,1,3,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,24,Cuenca,,3,monitoradeocioytiempolibre
2,2,4,2,5,4,4,3,2.6,1,1,2,5,3,5,4,2,4,4,4,4,4,4,2,5,4,2,2,3,1,1,3,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,24,Cuenca,,3,monitoradeocioytiempolibre
1,2,4,2,5,5,5,3.83333333333333,2.6,1,1,2,4,2,5,5,3,5,5,5,5,5,5,4,4,5,4,3,3,1,1,4,4,3,1,1,1,1,1,1,1,1,1,1,1,3,2,52,Barcelona,Española,4,informatico
2,2,4,2,4,3,3.83333333333333,2.33333333333333,2.8,1,1,2,4,2,5,5,3,4,4,3,4,4,4,2,3,3,2,2,2,1,1,4,2,4,2,2,1,1,1,1,1,1,1,1,1,1,2,43,Madrid,Española,4,Cuentaajena
2,2,4,2,4,3,3.83333333333333,2.33333333333333,2.8,1,1,2,4,2,5,5,3,4,4,3,4,4,4,2,3,3,2,2,2,1,1,4,2,4,2,2,1,1,1,1,1,1,1,1,1,1,2,43,Madrid,Española,4,Cuentaajena
2,2,4,2,5,5,4,2.66666666666667,2.8,1,1,2,4,2,5,5,3,4,4,4,4,4,4,3,3,3,2,3,2,1,1,4,1,4,3,2,1,1,1,1,1,1,1,1,1,3,4,43,Barcelona,Española,4,Administrativa
1,2,4,2,4,4,3.66666666666667,3.5,2.8,1,1,1,4,2,6,5,3,4,3,3,4,3,5,3,5,4,3,3,3,1,1,3,2,3,3,3,1,1,1,1,1,1,1,1,1,3,1,24,Madrid,española,2,vendedor
2,2,4,2,5,4,3.83333333333333,3.66666666666667,2.8,1,1,3,4,4,4,3,3,4,3,5,4,4,3,3,5,3,3,4,4,1,1,2,2,3,3,4,1,1,1,1,1,1,1,1,1,3,2,41,Madrid,española,1,lavanderia
2,2,4,2,6,6,5,4.5,2.8,1,1,1,6,2,6,5,1,5,5,5,5,5,5,5,5,5,4,4,4,1,1,2,1,3,4,4,1,1,1,1,1,1,1,1,1,1,4,58,Madrid,española,3,administrativo
1,2,4,2,4,3,3,2.83333333333333,3,1,1,2,4,4,5,3,3,3,3,3,3,3,3,4,3,2,3,3,2,1,1,3,2,5,3,2,1,1,1,1,1,1,1,1,1,4,1,44,Madrid,ESPAÑOLA,4,PSÏCOLOGO
1,2,4,2,4,4,4.66666666666667,2.5,3.2,1,1,2,2,2,5,5,5,5,6,4,4,5,4,3,2,3,2,3,2,1,1,5,1,4,4,2,1,1,1,1,1,,1,1,2,3,1,30,Cuenca,Peruano,4,Médico
2,2,4,2,3,4,5,3.16666666666667,3.2,1,1,3,4,3,4,4,3,5,5,5,5,5,5,3,4,4,2,2,4,1,1,4,2,4,4,2,1,1,1,1,1,1,1,1,1,3,2,36,Porfavorseleccionaprovincia,ESPAÑOLA,1,DEPENDIENTA
2,2,4,2,5,5,5,3.33333333333333,3.2,1,1,2,4,2,5,5,3,5,5,5,5,5,5,3,3,5,3,3,3,1,1,4,4,4,3,1,1,1,1,1,1,1,1,1,1,4,2,48,Barcelona,Española,4,Enfermera
2,2,4,2,6,5,5,1.83333333333333,3.4,1,1,1,4,1,6,6,3,5,5,5,5,5,5,2,2,2,2,2,1,1,1,5,2,4,4,2,1,1,1,1,1,1,1,1,1,3,2,52,Barcelona,Española,3,Tecnica
2,2,4,2,6,6,5,3.33333333333333,3.4,1,1,1,6,1,6,6,1,5,5,5,5,5,5,2,5,4,3,3,3,1,1,4,2,6,3,2,1,1,1,1,1,1,1,1,1,3,2,47,Almería,española,3,empresaria
1,2,4,2,5,5,4.5,3.5,3.4,1,1,2,5,3,5,4,2,3,5,5,4,5,5,3,4,3,3,3,5,1,1,3,3,5,3,3,1,1,1,1,1,1,1,1,1,2,2,50,Madrid,española,3,administrativo
1,2,4,2,3,3,3,3.83333333333333,3.4,1,1,2,5,4,5,3,2,3,3,3,3,3,3,4,5,3,4,4,3,1,1,3,3,5,3,3,1,1,1,1,1,1,1,1,1,4,1,44,Madrid,ESPAÑOLA,4,PSÏCOLOGO
1,2,4,1,6,6,4,2.5,3.6,1,1,2,5,3,5,4,2,4,4,4,4,4,4,3,3,3,2,2,2,1,1,4,4,4,4,2,1,1,1,1,1,1,1,1,1,2,1,32,Madrid,ESPAÑOLA,3,TAXISTA
2,2,4,2,6,6,3.66666666666667,3.16666666666667,3.6,1,1,1,4,1,6,6,3,3,4,3,4,4,4,4,3,3,3,3,3,1,1,5,3,4,4,2,1,1,1,1,1,1,1,1,1,2,2,32,Porfavorseleccionaprovincia,Española,4,AnalistaInformatica
1,2,4,2,5,4,4.16666666666667,3.5,3.6,1,1,3,3,3,4,4,4,4,5,3,5,5,3,3,5,4,3,3,3,1,1,3,3,4,4,4,1,1,1,1,1,1,1,1,1,4,1,31,Cuenca,Española,0,Camarero
1,2,4,2,5,5,4,3.66666666666667,3.6,1,1,3,5,3,4,4,2,4,4,4,4,4,4,4,3,4,3,4,4,1,1,4,4,4,3,3,1,1,1,1,1,1,1,1,1,3,1,48,Cuenca,ESPAÑOLA,4,BANCA
2,2,4,2,5,5,5.33333333333333,3.83333333333333,3.6,1,1,2,5,1,5,6,2,5,5,5,5,6,6,4,4,5,3,3,4,1,1,5,2,4,5,2,1,1,1,1,1,1,1,1,1,5,2,41,Alicante,ESPAÑOLA,4,ADMINISTRATIVA
2,2,4,2,6,6,5,4.33333333333333,3.6,1,1,2,3,1,5,6,4,5,5,5,5,5,5,4,4,5,4,5,4,1,1,4,4,4,3,3,1,1,1,1,1,1,1,1,1,4,2,62,Madrid,española,3,administrativa
2,2,4,2,5,5,5,5,3.6,1,1,2,6,2,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,1,5,5,2,1,1,1,1,1,1,1,1,1,4,2,35,Madrid,ESPAÑOLA,4,FISICA
2,2,4,2,6,6,6,6,3.6,1,1,1,6,1,6,6,1,6,6,6,6,6,6,6,6,6,6,6,6,1,1,3,4,4,4,3,1,1,1,1,1,1,1,1,1,4,1,21,Zaragoza,ESPAÑOLA,3,AUXILIARDEDEPENDIENTA
2,2,4,2,5,5,5.5,2.83333333333333,3.8,1,1,2,4,2,5,5,3,6,5,6,5,5,6,3,3,4,2,2,3,1,1,5,2,4,5,3,1,1,1,1,1,1,1,1,1,4,2,27,Alicante,ESPAÑOLA,4,PROFESORADEINFANTIL
2,2,4,2,6,6,4.83333333333333,3.83333333333333,4,1,1,2,4,2,5,5,3,5,4,4,5,5,6,4,4,5,3,3,4,1,1,5,2,5,5,3,1,1,1,1,1,1,1,1,1,3,2,32,Alicante,ESPAÑOLA,2,COMERCIAL
2,2,4,2,6,4,4.16666666666667,4.16666666666667,4,1,1,3,6,3,4,4,1,4,4,4,5,4,4,4,5,4,4,4,4,1,1,4,3,4,5,4,1,1,1,1,1,1,1,1,1,2,3,43,Guipúzcoa,Española,4,Psicologa
2,2,4,2,6,6,5.66666666666667,4.83333333333333,4.2,1,1,1,4,1,6,6,3,6,6,5,6,5,6,5,5,5,5,5,4,1,1,6,4,4,5,2,1,1,1,1,1,1,1,1,1,4,1,39,Madrid,española,3,dependienta
1,2,4,2,3,4,5.83333333333333,3.66666666666667,4.4,1,1,1,5,2,6,5,2,6,6,6,6,5,6,3,4,5,3,3,4,1,1,6,5,5,4,2,1,1,1,1,1,1,1,1,1,2,4,47,Barcelona,Española,4,Maestro
1,2,4,2,3,4,5.83333333333333,3.66666666666667,4.4,1,1,1,5,2,6,5,2,6,6,6,6,5,6,3,4,5,3,3,4,1,1,6,5,5,4,2,1,1,1,1,1,1,1,1,1,2,4,47,Barcelona,Española,4,Maestro
1,2,4,2,3,4,5.83333333333333,3.66666666666667,4.4,1,1,1,5,2,6,5,2,6,6,6,6,5,6,3,4,5,3,3,4,1,1,6,5,5,4,2,1,1,1,1,1,1,1,1,1,2,0,47,Barcelona,Española,0,Maestro
2,2,4,2,5,5,3.8,3.5,4.6,1,1,1,5,2,6,5,2,5,4,3,4,3,,4,4,4,3,3,3,1,1,5,5,5,4,4,1,1,1,1,1,1,1,1,1,5,0,36,Cuenca,E,0,
2,2,4,2,5,5,3.8,3.5,4.6,1,1,1,5,2,6,5,2,5,4,3,4,3,,4,4,4,3,3,3,1,1,5,5,5,4,4,1,1,1,1,1,1,1,1,1,5,0,36,Cuenca,España,3,OrientadoraSocial
1,2,4,1,6,4,4.83333333333333,4,4.6,1,1,2,3,3,5,4,4,5,5,5,4,5,5,5,5,4,4,4,2,1,1,5,5,5,5,3,1,1,1,1,1,1,1,1,1,1,1,35,Madrid,española,4,administrativo
2,2,4,2,6,6,5,4,4.6,1,1,1,5,2,6,5,2,5,5,5,5,5,5,5,4,5,4,3,3,1,1,5,5,5,4,4,1,1,1,1,1,1,1,1,1,3,1,53,Barcelona,Española,4,Administrativa
2,2,4,2,6,6,5,4,4.6,1,1,1,5,2,6,5,2,5,5,5,5,5,5,5,4,5,4,3,3,1,1,5,5,5,4,4,1,1,1,1,1,1,1,1,1,3,1,53,Barcelona,Española,4,Administrativa
1,2,4,2,5,5,5.33333333333333,4.83333333333333,4.6,1,1,2,6,1,5,6,1,5,5,5,6,5,6,5,5,5,4,5,5,1,1,4,4,5,5,5,1,1,1,1,1,1,1,1,1,5,4,51,Almería,Española,1,Directorcomercial
2,2,4,2,6,5,5,4.83333333333333,5,1,1,1,4,2,6,5,3,5,5,5,5,5,5,5,5,5,5,5,4,1,1,5,5,5,5,5,1,1,1,1,1,1,1,1,1,4,2,35,Guipúzcoa,Española,4,ControldeGestion
1,2,4,2,6,6,5,5,5,1,1,1,6,1,6,6,1,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,1,1,1,1,1,1,1,1,1,5,4,42,Zaragoza,ESPAÑOLA,4,PROFESOR
1,2,4,2,5,5,4.83333333333333,4.66666666666667,5.2,1,1,2,4,1,5,6,3,4,5,5,5,5,5,4,6,6,3,4,5,1,1,5,5,6,5,5,1,1,1,1,1,1,1,1,1,5,1,24,Madrid,Española,2,Higienistadental
1,2,4,2,6,6,3.66666666666667,4.5,5.4,1,1,1,6,1,6,6,1,4,4,3,3,4,4,3,4,6,4,4,6,1,1,6,6,6,6,3,1,1,1,1,1,1,1,1,1,4,2,37,Jaén,española,4,Topografo
2,2,4,2,6,6,6,5.83333333333333,5.8,1,1,1,5,1,6,6,2,6,6,6,6,6,6,6,6,6,6,6,5,1,1,6,5,6,6,6,1,1,1,1,1,1,1,1,1,6,2,34,Porfavorseleccionaprovincia,ESPAÑOLA,4,
2,2,4,2,5,4,3.66666666666667,3,2,1.5,1,3,6,3,4,4,1,3,4,3,4,4,4,3,3,3,3,3,3,1,2,3,1,3,2,1,1,1,1,1,1,1,1,1,1,2,2,35,Porfavorseleccionaprovincia,ESPAÑOLA,4,FUNCIONARIA
1,2,4,2,,6,3.33333333333333,2.16666666666667,2.4,1.5,1,1,4,2,6,5,3,3,2,2,5,3,5,1,2,5,2,1,2,1,2,4,1,5,1,1,1,1,1,1,1,1,1,1,1,2,2,37,Madrid,española,3,funcionario
1,2,4,2,6,6,3.33333333333333,2.16666666666667,2.4,1.5,1,1,4,2,6,5,3,3,2,2,5,3,5,1,2,5,2,1,2,1,2,4,1,5,1,1,1,1,1,1,1,1,1,1,1,2,2,37,Madrid,española,3,funcionario
2,2,4,2,5,5,5,2.5,2.8,1.5,1,2,5,2,5,5,2,5,5,5,5,5,5,2,3,3,2,2,3,2,1,3,3,3,3,2,1,1,1,1,1,1,1,1,1,2,1,40,Madrid,española,4,administrativo
1,2,4,2,5,5,4.83333333333333,3.33333333333333,3.2,1.5,1,1,4,2,6,5,3,4,5,5,5,5,5,3,4,4,3,3,3,1,2,4,1,5,3,3,1,1,1,1,1,1,1,1,1,3,2,37,Alava,española,1,tecnico
1,2,4,2,5,5,3.5,3.33333333333333,3.4,1.5,1,3,5,3,4,4,2,4,3,3,4,4,3,3,3,4,3,4,3,1,2,4,3,4,3,3,1,1,1,1,1,1,1,1,1,4,2,42,Barcelona,Española,2,Funcionario
2,2,4,2,6,5,4.66666666666667,3.5,3.6,1.5,1,1,5,2,6,5,2,5,5,4,5,4,5,3,4,5,3,3,3,1,2,5,3,3,5,2,1,1,1,1,1,1,1,1,1,3,1,36,Cuenca,España,4,gestora
2,2,4,2,6,6,5.33333333333333,5,3.6,1.5,1,1,6,1,6,6,1,6,5,5,5,6,5,5,5,5,5,5,5,1,2,5,3,5,3,2,1,1,1,1,1,1,1,1,3,3,2,39,Madrid,española,3,vendedora
1,2,4,1,6,4,3.66666666666667,2.83333333333333,4.2,1.5,1,2,6,3,5,4,1,4,4,4,3,4,3,4,4,2,2,3,2,1,2,5,4,6,5,1,1,1,1,1,1,1,1,1,1,4,2,36,LasPalmas,Española,4,trabajadorsocial
1,2,4,2,6,5,5.66666666666667,5.33333333333333,4.6,1.5,1,1,5,1,6,6,2,6,6,5,5,6,6,5,5,6,5,6,5,2,1,5,3,4,6,5,1,1,1,1,1,1,1,1,1,6,2,33,Zaragoza,ESPAÑOLA,4,PROFESOR
2,2,4,2,6,6,6,6,4.8,1.5,1,1,6,1,6,6,1,6,6,6,6,6,6,6,6,6,6,6,6,1,2,5,4,5,6,4,1,1,1,1,1,1,1,1,1,5,1,28,Zaragoza,ESPAÑOLA,3,DEPENDIENTA
1,2,4,2,5,5,5,2.16666666666667,2.4,2,1,1,5,1,6,6,2,6,5,5,5,4,5,2,2,3,2,2,2,2,2,3,1,4,3,1,1,1,1,1,1,1,1,1,1,2,1,46,Madrid,español,2,transportista
1,2,4,2,5,3,4.16666666666667,2.66666666666667,2.4,2,1,1,5,2,6,5,2,4,4,4,4,4,5,3,3,3,2,3,2,2,2,3,1,4,2,2,1,1,1,1,1,1,1,1,1,2,0,52,Guipúzcoa,española,2,operario
2,2,4,2,5,5,3.16666666666667,2.83333333333333,2.4,2,1,2,5,3,5,4,2,3,3,3,3,4,3,3,4,3,2,2,3,2,2,4,1,3,3,1,1,1,1,1,1,1,1,1,1,2,1,25,Almería,española,2,auxiliardedependienta
1,2,4,2,5,5,4.66666666666667,4,3,2,1,2,2,2,5,5,5,5,4,5,5,4,5,,,4,,,,2,2,5,,3,3,1,1,1,1,1,1,1,1,1,1,4,2,55,Madrid,española,3,
2,2,4,2,3,4,4.66666666666667,2.66666666666667,3.6,2,1,5,5,3,2,4,2,5,4,4,5,5,5,3,3,3,2,3,2,2,2,4,4,4,3,3,1,1,1,1,1,1,1,2,1,3,2,42,Cáceres,española,4,veterinaria
1,2,4,2,6,6,6,5.16666666666667,4.4,2,1,2,5,1,5,6,2,6,6,6,6,6,6,5,6,5,5,5,5,2,2,5,4,4,5,4,1,1,1,1,1,1,1,1,1,5,1,30,Zaragoza,ESPAÑOLA,4,
1,2,4,2,6,5,6,4.16666666666667,4.6,2,1,1,5,2,6,5,2,6,6,6,6,6,6,4,4,5,4,4,4,2,2,4,5,5,5,4,1,1,1,1,1,1,1,1,2,5,2,,ESPAÑOLA,39,1,1
2,2,4,2,6,6,6,6,5.8,2,1,2,6,1,5,6,1,6,6,6,6,6,6,6,6,6,6,6,6,2,2,6,5,6,6,6,1,1,1,1,1,1,1,1,1,6,1,24,Zaragoza,ESPAÑOLA,3,DEPENDIENTA
2,2,4,2,6,6,6,6,6,2,1,1,6,1,6,6,1,6,6,6,6,6,6,6,6,6,6,6,6,2,2,6,6,6,6,6,1,1,1,1,1,1,1,1,1,6,2,63,Zaragoza,ESPAÑOLA,2,DEPENDIENTA
1,2,4,2,6,6,5.33333333333333,4,3.6,2.5,1,1,4,2,6,5,3,6,6,5,5,5,5,4,4,5,4,4,3,2,3,4,3,4,3,4,1,1,1,1,1,1,1,1,1,4,1,44,Zaragoza,ESPAÑOLA,4,PROFESOR
1,2,4,2,6,5,5,2,2.6,3,1,1,6,3,6,4,1,5,5,5,5,5,5,1,3,5,1,1,1,3,3,3,1,3,3,3,1,1,1,1,1,1,1,1,1,2,2,44,Madrid,española,1,dependiente
1,2,4,2,4,5,4.66666666666667,3.5,4.6,3,1,2,4,2,5,5,3,5,5,4,5,4,5,3,4,4,4,3,3,4,2,5,5,5,5,3,1,1,1,1,1,1,1,1,1,3,1,27,Almería,Española,1,jerenteA
2,2,4,2,5,6,4.16666666666667,2,4.4,4,1,2,6,4,5,3,1,4,3,5,4,3,6,2,2,2,2,2,2,4,4,6,3,6,6,1,1,1,1,1,1,1,1,1,1,2,1,34,Madrid,Española,4,f
2,2,4,2,5,6,4.16666666666667,2,4.4,4,1,2,6,4,5,3,1,4,3,5,4,3,6,2,2,2,2,2,2,4,4,6,3,6,6,1,1,1,1,1,1,1,1,1,1,2,1,34,Madrid,Española,4,Finanzas
2,2,4,2,4,4,2,4,2.4,1,1.14285714285714,2,2,3,5,4,5,2,2,2,2,2,2,4,4,4,4,4,4,1,1,3,3,3,2,1,1,1,1,1,1,1,2,1,1,3,2,42,Madrid,ESPAÑOLA,4,TÉCNICOECONÓMICO-ADMINISTRATIVO
1,2,4,2,6,5,3.5,3,2.6,1,1.14285714285714,2,5,2,5,5,2,3,3,3,4,4,4,3,3,3,3,3,3,1,1,3,2,3,3,2,1,1,1,2,1,1,1,1,1,2,2,53,Madrid,española,3,contable
2,2,4,2,6,5,5,3.33333333333333,3,1,1.14285714285714,1,5,2,6,5,2,5,5,5,5,5,5,3,4,5,2,3,3,1,1,4,3,4,2,2,2,1,1,1,1,1,1,1,1,2,2,37,Madrid,española,3,Tecsonido
1,2,4,2,5,5,4.33333333333333,4.33333333333333,4.4,1,1.14285714285714,1,4,1,6,6,3,4,5,5,4,3,5,3,6,5,4,4,4,1,1,4,4,5,5,4,1,1,2,1,1,1,1,1,1,4,1,25,Madrid,española,3,comercial
1,2,4,2,5,5,4.83333333333333,3.16666666666667,2.8,2,1.14285714285714,2,3,2,5,5,4,5,5,5,5,4,5,3,4,5,3,2,2,2,2,3,2,4,3,2,2,1,1,1,1,1,1,1,1,2,1,38,Madrid,española,4,funcionarioprisionesinterino
1,2,4,2,6,6,5.83333333333333,4.16666666666667,4.2,2,1.14285714285714,1,5,2,6,5,2,6,6,6,6,5,6,5,4,4,4,4,4,2,2,5,3,5,4,4,1,1,1,2,1,1,1,1,1,4,1,29,Zaragoza,ESPAÑOLA,2,
2,2,4,2,6,5,5.5,5.33333333333333,5.2,2,1.14285714285714,1,6,2,6,5,1,6,5,5,6,6,5,5,6,5,5,6,5,2,2,5,6,6,5,4,2,1,1,1,1,1,1,1,1,6,1,35,Guipúzcoa,Española,3,
1,2,4,2,6,5,5,5,4.2,3.5,1.14285714285714,4,4,2,3,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,3,6,5,2,1,1,1,1,2,1,1,1,1,5,2,43,Madrid,española,4,administrativo
2,2,4,2,5,6,5,3.33333333333333,1.8,1,1.28571428571429,1,6,2,6,5,1,5,5,5,5,5,5,3,3,5,3,3,3,1,1,1,2,1,3,2,3,1,1,1,1,1,1,1,1,3,1,41,Madrid,española,4,administrativo
1,2,4,2,6,4,6,2.83333333333333,2.6,1,1.28571428571429,1,4,3,6,4,3,6,6,6,6,6,6,2,3,6,2,2,2,1,1,3,2,4,3,1,1,1,2,2,1,1,1,2,3,1,1,39,Madrid,Española,4,Periodista
2,2,4,2,5,4,3.16666666666667,5.16666666666667,3,1,1.28571428571429,3,2,3,4,4,5,3,4,2,3,4,3,5,5,6,4,5,6,1,1,3,3,4,3,2,1,1,1,1,2,1,2,1,1,3,1,41,Madrid,ESPAÑOLA,3,SUPERVISORA
2,2,4,2,6,5,4,2.66666666666667,2.6,1.5,1.28571428571429,2,5,3,5,4,2,4,4,3,4,5,4,3,3,3,2,3,2,1,2,3,2,4,2,2,1,1,1,2,2,1,1,1,1,2,1,34,Madrid,ESPAÑOLA,4,FISIOTERAPEUTA
1,2,4,2,6,5,5,3.5,4.4,2.5,1.28571428571429,1,5,2,6,5,2,6,5,4,6,4,5,3,4,5,3,3,3,2,3,4,6,4,5,3,3,1,1,1,1,1,1,1,1,4,2,42,Madrid,española,2,mecanica
2,2,4,2,6,4,4.83333333333333,4.5,3.8,3.5,1.28571428571429,1,5,3,6,4,2,5,5,5,5,4,5,4,5,5,4,4,5,4,3,5,2,4,5,3,1,2,2,1,1,1,1,1,1,3,1,24,Almería,Española,4,dependienta
1,2,4,2,4,5,5,3.33333333333333,4,4.5,1.28571428571429,2,3,3,5,4,4,5,5,5,5,5,5,3,4,4,3,3,3,4,5,5,5,4,3,3,1,1,2,2,1,1,1,1,2,3,2,65,Guipúzcoa,español,3,maestro
1,2,4,2,6,6,5.66666666666667,5.16666666666667,4,1,1.42857142857143,1,5,3,6,4,2,5,6,5,6,6,6,5,5,5,5,5,6,1,1,4,4,4,6,2,3,1,1,1,1,1,2,1,1,4,1,26,Madrid,española,3,dependiente
2,2,4,2,6,4,3.83333333333333,1.66666666666667,2,2,1.57142857142857,2,4,3,5,4,3,4,4,4,4,3,4,2,2,2,1,2,1,2,2,3,1,3,2,1,2,1,1,2,2,1,2,1,1,1,1,30,Madrid,ESPAÑOLA,1,ADMINISTRATIVO
2,2,4,2,6,6,4.5,3.66666666666667,3.4,5,1.85714285714286,1,3,1,6,6,4,4,4,5,5,5,4,4,3,4,4,3,4,5,5,4,3,3,4,3,2,1,1,3,2,1,3,2,1,2,1,56,Valencia,española,1,auxiliaradministrativo
1,2,4,2,5,1,2.83333333333333,1,1,1,2,2,4,3,5,4,3,3,4,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,3,2,1,1,3,1,1,1,40,Madrid,española,4,
2,2,4,2,3,4,4.33333333333333,2.33333333333333,3.2,2,2,3,4,3,4,4,3,5,5,4,4,4,4,2,2,3,3,2,2,2,2,4,3,3,4,2,2,2,2,2,2,2,2,2,2,3,1,29,Madrid,español,4,dependienta
2,2,4,2,3,4,4.33333333333333,2.33333333333333,3.2,2,2,3,4,3,4,4,3,5,5,4,4,4,4,2,2,3,3,2,2,2,2,4,3,3,4,2,2,2,2,2,2,2,2,2,2,3,1,29,Madrid,español,4,dependienta
1,2,4,2,5,3,5.33333333333333,3,3,3,3,2,4,3,5,4,3,6,6,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,32,Guipúzcoa,española,3,
1,2,4,2,5,5,4.5,2,3.2,1.5,4.85714285714286,4,4,4,3,3,3,4,4,5,5,4,5,1,1,2,2,5,1,1,2,3,3,5,3,2,4,5,5,5,5,6,4,4,3,2,1,25,Almería,Española,4,Enfermero
2,2,4,2,5,5,3.5,2.5,2.2,4,5,4,4,4,3,3,3,3,5,2,3,5,3,4,2,1,3,4,1,4,4,4,4,1,1,1,5,5,5,5,5,5,5,1,1,4,1,42,Málaga,española,2,AUXILIARADMINISTRATIVA
